04/08/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-9|56|54|0|Arizona Department of Environmental Quality
04/07/24|Alamo Lake State Park|AZ|OZONE-8HR|PPB|-10|56|54|0|Arizona Department of Environmental Quality
04/16/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-1|1.9|8|0|Arizona Department of Environmental Quality
04/15/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-2|1.8|8|0|Arizona Department of Environmental Quality
04/14/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-3|4.6|19|0|Arizona Department of Environmental Quality
04/13/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-4|4.9|21|1|Arizona Department of Environmental Quality
04/12/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-5|4.8|20|0|Arizona Department of Environmental Quality
04/11/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-6|4.2|18|0|Arizona Department of Environmental Quality
04/10/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-7|3.2|13|0|Arizona Department of Environmental Quality
04/09/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-8|2.8|12|0|Arizona Department of Environmental Quality
04/08/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-9|2.3|10|0|Arizona Department of Environmental Quality
04/07/24|Alamo Lake State Park|AZ|PM2.5-24HR|UG/M3|-10|1.3|6|0|Arizona Department of Environmental Quality
04/16/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-1|10|9|0|Arizona Department of Environmental Quality
04/15/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-2|14|13|0|Arizona Department of Environmental Quality
04/14/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-3|29|28|1|Arizona Department of Environmental Quality
04/13/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-4|17|17|0|Arizona Department of Environmental Quality
04/12/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-5|19|18|0|Arizona Department of Environmental Quality
04/11/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-6|15|15|0|Arizona Department of Environmental Quality
04/10/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-7|11|10|0|Arizona Department of Environmental Quality
04/09/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-8|9|8|0|Arizona Department of Environmental Quality
04/08/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-9|10|9|0|Arizona Department of Environmental Quality
04/07/24|Alamo Lake State Park|AZ|PM10-24hr|UG/M3|-10|7|6|0|Arizona Department of Environmental Quality
04/15/24|Alba|MO|OZONE-1HR|PPB|-2|53||0|Quapaw Nation
04/14/24|Alba|MO|OZONE-1HR|PPB|-3|56||0|Quapaw Nation
04/13/24|Alba|MO|OZONE-1HR|PPB|-4|61||0|Quapaw Nation
04/12/24|Alba|MO|OZONE-1HR|PPB|-5|55||0|Quapaw Nation
04/11/24|Alba|MO|OZONE-1HR|PPB|-6|53||0|Quapaw Nation
04/10/24|Alba|MO|OZONE-1HR|PPB|-7|48||0|Quapaw Nation
04/09/24|Alba|MO|OZONE-1HR|PPB|-8|47||0|Quapaw Nation
04/08/24|Alba|MO|OZONE-1HR|PPB|-9|64||1|Quapaw Nation
04/07/24|Alba|MO|OZONE-1HR|PPB|-10|59||0|Quapaw Nation
04/16/24|Alba|MO|OZONE-8HR|PPB|-1|55|51|0|Quapaw Nation
04/15/24|Alba|MO|OZONE-8HR|PPB|-2|48|44|0|Quapaw Nation
04/14/24|Alba|MO|OZONE-8HR|PPB|-3|52|48|0|Quapaw Nation
04/13/24|Alba|MO|OZONE-8HR|PPB|-4|59|64|1|Quapaw Nation
04/12/24|Alba|MO|OZONE-8HR|PPB|-5|51|47|0|Quapaw Nation
04/11/24|Alba|MO|OZONE-8HR|PPB|-6|48|44|0|Quapaw Nation
04/10/24|Alba|MO|OZONE-8HR|PPB|-7|44|41|0|Quapaw Nation
04/09/24|Alba|MO|OZONE-8HR|PPB|-8|43|40|0|Quapaw Nation
04/08/24|Alba|MO|OZONE-8HR|PPB|-9|58|61|0|Quapaw Nation
04/07/24|Alba|MO|OZONE-8HR|PPB|-10|56|54|0|Quapaw Nation
04/16/24|Albany|OR|PM2.5-24HR|UG/M3|-1|2|8|0|Oregon Dept. of Environmental Quality
04/15/24|Albany|OR|PM2.5-24HR|UG/M3|-2|2.9|13|0|Oregon Dept. of Environmental Quality
04/14/24|Albany|OR|PM2.5-24HR|UG/M3|-3|4.8|20|0|Oregon Dept. of Environmental Quality
04/13/24|Albany|OR|PM2.5-24HR|UG/M3|-4|6.8|29|1|Oregon Dept. of Environmental Quality
04/12/24|Albany|OR|PM2.5-24HR|UG/M3|-5|3.5|15|0|Oregon Dept. of Environmental Quality
04/11/24|Albany|OR|PM2.5-24HR|UG/M3|-6|4.3|18|0|Oregon Dept. of Environmental Quality
04/10/24|Albany|OR|PM2.5-24HR|UG/M3|-7|3.5|15|0|Oregon Dept. of Environmental Quality
04/09/24|Albany|OR|PM2.5-24HR|UG/M3|-8|1.8|8|0|Oregon Dept. of Environmental Quality
